"S_ID","PREF_CLASS_YEAR","BUS_EMPLOYER_NAME1","BUS_JOB_TITLE","BUS_FIELD_OF_WORK_CODE","BUS_FIELD_OF_WORK_DESC","BUS_STATE","BUS_DATE_MODIFIED"
"S203358","2007","Boston College","Student","1230","Graduate Studies"," ",30-JAN-12
"S203359","2007","Johns Hopkins University","PhD Student-Cellular/Molecular Med.","1230","Graduate Studies"," ",20-AUG-08
"S203360","2007","Self Employed"," ","1520","Self Employed"," ",02-NOV-10
"S203361","2007"," "," "," "," "," ",
"S203362","2007","Bismarck Phillips Com. & Media"," ","1610","Other"," ",26-APR-10
"S203363","2007","Frederick Douglass High School","Teacher","1140","Education (Secondary)"," ",17-JUL-08
"S203364","2007","Employer Unknown","Writing/Teaching English","1580","Writing"," ",14-NOV-12
"S203365","2007","Tulane University","Grad Student-MS in Public Health","1230","Graduate Studies"," ",09-JUL-08
"S203366","2007","University of Minnesota","Grad. Student-Natural Resources","1230","Graduate Studies"," ",06-JUL-10
"S203368","2007","Teach for America","Teacher","1140","Education (Secondary)","NM",24-JUN-08
"S203369","2007"," "," "," "," "," ",
"S203370","2007"," "," "," "," "," ",
"S203371","2007"," "," "," "," "," ",
"S203372","2007"," "," "," "," "," ",
"S203374","2007"," "," "," "," "," ",
"S203377","2007","International Economic Dev. Council","Association Coordinator"," "," ","DC",10-APR-08
"S203378","2007"," "," "," "," "," ",
"S203379","2007","UC Berkeley","Student","1230","Graduate Studies"," ",21-OCT-10
"S203380","2007"," "," "," "," "," ",
"S203381","2007","U.S. Peace Corps","Special Education Volunteer","1600","Volunteer"," ",26-MAR-12
"S203382","2007","Brookline Public Schools","Middle School Science Teacher","1140","Education (Secondary)"," ",11-NOV-11
"S203383","2007"," "," "," "," "," ",
"S203385","2007"," "," "," "," "," ",
"S203386","2007","Kaplan Tutoring","Academic Specialist","1130","Education (Elementary)"," ",21-APR-10
"S203387","2007"," "," "," "," "," ",
"S203388","2007","Capital Post-Conviction of Louisiana","Attorney/Investigator","1320","Law","LA",14-OCT-11
"S203389","2007"," "," "," "," "," ",
"S203390","2007","MGH Institute of Health Professions","Graduate Student","1230","Graduate Studies"," ",27-SEP-10
"S203392","2007","AmeriCorps","Volunteer","1600","Volunteer"," ",23-JAN-09
"S203393","2007","University of Delaware","Graduate Student","1230","Graduate Studies","DE",12-JAN-12
"S203394","2007","Dumbarton Oaks","Gardener","1610","Other","DC",24-AUG-10
"S203395","2007","Ohio State University","Resident Physician","1370","Medicine","OH",01-JUN-11
"S203396","2007"," "," "," "," "," ",
"S203397","2007"," "," "," "," "," ",
"S203398","2007","Hub 51","Server","1610","Other"," ",05-OCT-09
"S203400","2007"," "," "," "," "," ",
"S203401","2007","Employer Unknown","Artist/Childcare/Food Service","1050","Arts"," ",29-APR-11
"S203402","2007"," "," "," "," "," ",
"S203403","2007","University of Colorado Denver","Graduate Student","1230","Graduate Studies"," ",08-MAR-12
"S203405","2007"," "," "," "," "," ",
"S203406","2007"," "," "," "," "," ",
"S203407","2007"," "," "," "," "," ",
"S203408","2007"," "," "," "," "," ",
"S203409","2007","Holyoke Catholic High School","Latin, Math Teacher","1140","Education (Secondary)","MA",01-SEP-09
"S203410","2007","Chemonics International"," "," "," ","DC",04-NOV-10
"S203412","2007"," "," "," "," "," ",
"S203414","2007","University of Illinois-Chicago","Research Data Analyst","1500","Research,Scientific","IL",30-MAY-12
"S203417","2007","Employer Unknown","Temporary Employee","1610","Other"," ",08-FEB-11
"S203419","2007"," "," "," "," "," ",
"S203421","2007","Slow Food USA","Biodiversity Coordinator","1610","Other"," ",23-MAR-10
"S203422","2007"," "," "," "," "," ",
"S203423","2007","MIT Libraries","Public Services Assistant","1340","Library Science","MA",15-APR-08
"S203424","2007","Mount Sinai School of Medicine","Medical Student","1370","Medicine"," ",25-FEB-11
"S203426","2007"," "," "," "," "," ",
"S203427","2007","Hudson Institute","Research Intern","1490","Research, Other"," ",17-NOV-11
"S203428","2007"," "," "," "," "," ",
"S203429","2007","St. Martin's Press"," "," "," "," ",03-MAR-10
"S203432","2007"," "," "," "," "," ",
"S203434","2007","Murray Street Productions","Marketing Manager","1360","Marketing/Market Research"," ",03-FEB-09
"S203435","2007","The James Joyce Pub","Bartender","1610","Other","NC",28-JUN-12
"S203436","2007"," "," "," "," "," ",
"S203437","2007"," "," "," "," "," ",
"S203438","2007","Midwestern University","Student-Doctor of Physical Therapy","1230","Graduate Studies","AZ",17-MAY-11
"S203439","2007","New York University","Graduate Student-Classics","1230","Graduate Studies"," ",03-DEC-09
"S203440","2007","Chinese-American Int'l School","2nd and 3rd Grade Teacher","1130","Education (Elementary)"," ",23-APR-12
"S203441","2007"," "," "," "," "," ",
"S203442","2007"," "," "," "," "," ",
"S203443","2007"," "," "," "," "," ",
"S203444","2007","Goucher College","Adjunct Lecturer","1150","Education (Higher Education)"," ",02-MAR-12
"S203445","2007"," "," "," "," "," ",
"S203446","2007","Senator Patrick Leahy"," ","1610","Other"," ",03-FEB-09
"S203449","2007","Headwaters MB","Analyst","1200","Finance","CO",25-MAY-12
"S203451","2007","Walter Schroedee Aquatic Center","Swim Coach","1540","Sports","WI",09-JUL-10
"S203452","2007"," "," "," "," "," ",
"S203456","2007","University of Texas at Austin","Grad. Student-PhD in Government","1230","Graduate Studies"," ",29-SEP-10
"S203457","2007","Preservation Alliance of Minnesota","Administrative Assistant","1040","Architecture","MN",21-SEP-10
"S203458","2007","iGenMedia","Account Manager","1125","ECommerce/Web"," ",30-NOV-12
"S203459","2007","UC Davis School of Law","Law Student","1230","Graduate Studies"," ",02-MAR-11
"S203460","2007","Cummins Inc.","Mechanical Engineer","1170","Engineering"," ",05-JAN-12
"S203461","2007","Waste Management","Dispatcher","1610","Other"," ",31-JAN-11
"S203462","2007","Locust Street Group","National Field Director","1610","Other","DC",04-OCT-12
"S203464","2007","Chatham University","Student-MA Counseling Psychology","1230","Graduate Studies"," ",24-MAR-11
"S203471","2007"," "," "," "," "," ",
"S203472","2007"," "," "," "," "," ",
"S203474","2007","Northeastern University","Graduate Student-Fine Arts","1230","Graduate Studies"," ",26-OCT-09
"S203475","2007"," "," "," "," "," ",
"S203476","2007"," "," "," "," "," ",
"S203478","2007"," "," "," "," "," ",
"S203479","2007","Arthritis Foundation","Region Mgr. Online Communications","1100","Communications","PA",31-OCT-12
"S203481","2007"," "," "," "," "," ",
"S203490","2007","Quarasan","Media Coordinator","1460","Publishing","IL",28-JAN-11
"S203492","2007","American Institutes for Research","Test Development Associate","1610","Other"," ",07-FEB-12
"S203493","2007","University of South Carolina","Doctoral Candidate","1230","Graduate Studies","SC",08-JUL-10
"S204478","2007"," "," "," "," "," ",
"S204480","2007"," "," "," "," "," ",
"S204481","2007","Brennan, Manna & Diamond, LLC","Corporate Attorney","1320","Law","OH",05-DEC-11
"S204482","2007","St. Joseph Academy","French Teacher","1140","Education (Secondary)","OH",30-MAR-11
"S204483","2007","Cornell University","Graduate Student","1230","Graduate Studies","NY",20-MAY-08
"S204498","2007","Sutherland, Asbill & Brennan","Associate","1320","Law","DC",28-MAR-11
"S204499","2007"," "," "," "," "," ",
"S204503","2007"," "," "," "," "," ",
"S204504","2007","George Washington University","Medical Student","1230","Graduate Studies"," ",22-MAR-11
"S204520","2007","Peddie School","English Teacher/Lacrosse Coach","1140","Education (Secondary)"," ",04-OCT-12
"S204524","2007"," "," "," "," "," ",
"S205470","2007","Ohio State Univ. Col. of Dentistry","Dental Student","1230","Graduate Studies"," ",22-MAR-11
"U870026","2007","Kenyon College","Manager of Special Collections","1340","Library Science","OH",05-NOV-09
"S202093","2008"," "," "," "," "," ",
"S202108","2008"," "," "," "," "," ",
"S202489","2008","George Washington University","Graduate Student","1230","Graduate Studies"," ",02-SEP-10
"S203020","2008"," "," "," "," "," ",
"S203029","2008"," "," "," "," "," ",
"S203053","2008"," "," "," "," "," ",
"S203069","2008"," "," "," "," "," ",
"S203076","2008","Carnegie Mellon","Graduate Student","1230","Graduate Studies"," ",21-APR-11
"S203079","2008"," "," "," "," "," ",
"S203107","2008"," "," "," "," "," ",
"S203212","2008","School Unknown","Grad. Student-Art Education","1230","Graduate Studies"," ",07-JAN-10
"S203213","2008"," "," "," "," "," ",
"S203257","2008"," "," "," "," "," ",
"S203283","2008","AmeriCorps","New York City Teaching Fellow","1610","Other"," ",18-MAY-11
"S203292","2008","Yale Univeristy","Graduate Student","1230","Graduate Studies"," ",24-AUG-12
"S203297","2008"," "," "," "," "," ",
"S203329","2008"," "," "," "," "," ",
"S203413","2008","Outward Bound"," ","1610","Other"," ",08-OCT-08
"S203418","2008"," "," "," "," "," ",
"S203453","2008","United States Postal Service"," ","1610","Other"," ",06-FEB-12
"S203463","2008","Indiana University","Student","1230","Graduate Studies"," ",12-APR-10
"S203500","2008"," "," "," "," "," ",
"S203509","2008","Employer Unknown","Music Production","1610","Other","CA",21-OCT-10
"S204001","2008","CASA de Maryland","Maryland New Amer.Partnership Cord.","1610","Other"," ",08-OCT-08
"S204002","2008","Tufts University","MA Student-Ethnomusicology","1230","Graduate Studies"," ",29-JUL-11
"S204004","2008","Yale School of Medicine","Medical Student","1230","Graduate Studies"," ",07-OCT-08
"S204005","2008","Peabody College at Vanderbilt Univ.","Research Assistant","1140","Education (Secondary)"," ",28-JUL-11
"S204006","2008","Community Properties of Ohio","Grants Manager","1425","Non-Profit Adminstration","OH",22-JUN-12
"S204008","2008"," "," "," "," "," ",
"S204009","2008","River Center Clinic","Direct Care Specialist","1530","Social Work/Human Services"," ",09-MAR-12
"S204010","2008"," "," "," "," "," ",
"S204011","2008","University of Southern California","Post-bacc Student","1230","Graduate Studies"," ",15-FEB-12
"S204012","2008"," "," "," "," "," ",
"S204013","2008","Self Employed","Musician","1420","Music"," ",08-OCT-09
"S204014","2008"," "," "," "," "," ",
"S204015","2008","Emory University","Student-PhD Program","1230","Graduate Studies"," ",29-FEB-12
"S204016","2008"," "," "," "," "," ",
"S204017","2008","Indiana Univeristy-Purdue Univ.","Graduate Student","1230","Graduate Studies","IN",29-NOV-11
"S204018","2008","Jasinsky Immigration Law","Administrative Assistant","1320","Law","CT",04-MAY-10
"S204019","2008","Miami Valley School","Upper School English Teacher","1140","Education (Secondary)","OH",02-NOV-11
"S204020","2008","Raz Public Relations","Account Associate","1470","Public Relations","CA",08-SEP-10
"S204022","2008","Northwestern University","Graduate Student","1150","Education (Higher Education)"," ",05-JUN-12
"S204023","2008","Brooklyn Law School","Graduate Student","1320","Law"," ",30-NOV-11
"S204025","2008","Univ. of Cincinnati Col.of Medicine","Medical Student","1230","Graduate Studies"," ",22-MAR-11
"S204026","2008"," "," "," "," "," ",03-JAN-12
"S204027","2008","School Unknown","Graduate Student","1230","Graduate Studies"," ",05-JAN-12
"S204028","2008","Fundamental Music","Audio Engr/Pro.Guitarist/Producer","1420","Music"," ",26-MAR-12
"S204030","2008"," "," "," "," "," ",
"S204031","2008","Pratt Institute","Student-Int. Design Masters Program","1230","Graduate Studies"," ",12-FEB-10
"S204032","2008"," "," "," "," "," ",
"S204033","2008","UNC-Chapel Hill","Graduate Research Assistant","1490","Research, Other"," ",23-AUG-12
"S204034","2008"," "," "," "," "," ",
"S204035","2008"," "," "," "," "," ",
"S204036","2008","Yes Prep Public Schools","High School Dean of Students","1140","Education (Secondary)"," ",02-DEC-10
"S204037","2008","St. George's University","Medical Student","1230","Graduate Studies"," ",24-MAR-11
"S204038","2008","University of Pittsburgh","Law School Student","1320","Law","PA",20-SEP-12
"S204039","2008","University of Michigan","Health Educator & Phone Counselor","1530","Social Work/Human Services"," ",16-SEP-10
"S204040","2008","Musical Arts Association","Senior Development Associate","1210","Fundraising/Development","OH",23-MAY-12
"S204041","2008"," "," "," "," "," ",
"S204042","2008"," "," "," "," "," ",
"S204043","2008","Waukegan High School","Sophomore English Teacher","1140","Education (Secondary)","IL",03-MAY-12
"S204044","2008","Emory University Law School","Law Student","1230","Graduate Studies"," ",13-APR-11
"S204045","2008","UNC-Chapel Hill","Graduate Student","1340","Library Science"," ",17-JAN-12
"S204046","2008","Employer Unknown","Swim Coach","1540","Sports"," ",02-APR-09
"S204047","2008"," "," "," "," "," ",
"S204048","2008"," "," "," "," "," ",
"S204049","2008","Irgens Development Partners LLC","Manager-Asset Management","1610","Other"," ",16-AUG-12
"S204050","2008"," "," "," "," "," ",
"S204051","2008","Indiana University Law School","Student","1230","Graduate Studies"," ",16-OCT-12
"S204052","2008","Shoreham-Wading River Schl. District","Spanish Teacher","1140","Education (Secondary)"," ",31-JAN-12
"S204053","2008","WorldWater & Solar Tech. Inc.","Projects, Associate Manager","1610","Other","NJ",17-FEB-12
"S204054","2008","Q","Client Partner","1610","Other"," ",13-AUG-12
"S204055","2008","Employer Unknown"," ","1180","Entertainment"," ",23-AUG-11
"S204056","2008","EnerNOC","Data Analytics","1160","Energy Industries","MA",10-MAY-12
"S204057","2008","Duke University","Graduate Student","1230","Graduate Studies","NC",23-MAY-12
"S204058","2008"," "," "," "," "," ",
"S204060","2008","American University","Assistant Director of Admissions","1150","Education (Higher Education)","DC",07-NOV-11
"S204061","2008"," "," "," "," "," ",
"S204062","2008"," "," "," "," "," ",
"S204063","2008","USC School of Cinematic Arts","MFA student-Film & TV Production","1230","Graduate Studies","CA",09-JAN-12
"S204065","2008"," "," "," "," "," ",
"S204066","2008"," "," "," "," "," ",
"S204067","2008","United Auto Workers","Political & Legislative Aide","1610","Other","DC",27-JUN-12
"S204068","2008","Austin's School of Spa Technology","Head Registrar","1610","Other"," ",20-APR-11
"S204069","2008","Nafi Yes! Program","Clinician","1530","Social Work/Human Services","CT",27-JAN-12
"S204070","2008","George Washington University","Doctoral Student,Applied Soc.Psyc.","1450","Psychology/Counseling/Therapy"," ",17-OCT-12
"S204071","2008","Brown Brothers Harriman","Analyst Banking Division","1060","Banking"," ",29-SEP-08
"S204072","2008"," "," "," "," "," ",
"S204073","2008","Advance English Academy","ESL Teacher","1140","Education (Secondary)"," ",31-JAN-12
"S204074","2008","The Education Advisery Board","Associate Director, Member Services","1150","Education (Higher Education)"," ",27-SEP-12
"S204075","2008","The Mill Group","Combustion Assistant","1610","Other"," ",21-APR-09
"S204076","2008","University of Pittsburgh","Graduate Student","1230","Graduate Studies"," ",11-MAY-11
"S204077","2008","Penguin Group","Sr. Production Coordinator","1460","Publishing","NY",18-JUL-12
"S204078","2008","Rep. Betty McCollum","Scheduler","1220","Government"," ",08-OCT-08
"S204079","2008","Spilman Thomas & Battle","Associate","1320","Law","WV",14-SEP-12
"S204080","2008","Charter School","10th Grade French Teacher","1140","Education (Secondary)"," ",27-FEB-12
"S204081","2008","Dell","Technical Support","1090","Computer"," ",06-MAY-11
"S204082","2008","Mountain Sun Pub and Brewery","Brewer","1610","Other","CO",01-JUL-11
"S204085","2008"," "," "," "," "," ",
"S204086","2008","New Moon Natural Food Store","Manager","1510","Sales"," ",06-JAN-11
"S204087","2008"," "," "," "," "," ",
"S204088","2008","AVI Food Systems","Marketing Specialist","1360","Marketing/Market Research"," ",21-OCT-10
"S204089","2008"," "," "," "," "," ",
"S204090","2008"," "," "," "," "," ",
"S204091","2008","A Place of the Heart Farm","Farmer","1030","Agriculture"," ",17-FEB-11
"S204092","2008","Digitas","Analyst, Strategy and Analysis","1360","Marketing/Market Research","MA",03-MAY-12
"S204094","2008","University of Chicago","Student","1230","Graduate Studies"," ",14-DEC-09
"S204096","2008","Wayne State University","Tutor/Student","1230","Graduate Studies"," ",06-FEB-12
"S204097","2008","Chiaravalle Montessori School","Drama Teacher","1130","Education (Elementary)","IL",27-MAY-09
